Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sales,Quantity,Cost
741,CA-2015-112326,04/01/2015,08/01/2015,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,OFF-ST-10002743,Office Supplies,272.736,6,271.79
742,CA-2015-112326,04/01/2015,08/01/2015,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,OFF-BI-10004094,Office Supplies,3.54,6,3.11
743,US-2017-146710,27/08/2017,01/09/2017,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,OFF-SU-10004498,Office Supplies,51.52,7,51.13
744,US-2017-146710,27/08/2017,01/09/2017,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,OFF-PA-10002615,Office Supplies,3.528,7,3.36
745,US-2017-146710,27/08/2017,01/09/2017,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,OFF-PA-10004971,Office Supplies,4.624,7,4.00
746,US-2017-146710,27/08/2017,01/09/2017,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,OFF-SU-10004261,Office Supplies,55.168,7,54.91
747,CA-2015-124429,27/05/2015,27/05/2015,Same Day,MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,FUR-TA-10002607,Furniture,567.12,9,566.93
748,CA-2015-124429,27/05/2015,27/05/2015,Same Day,MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,OFF-ST-10001809,Office Supplies,359.32,9,358.74
749,CA-2017-150889,20/03/2017,22/03/2017,Second Class,PB-19105,Peter Bühler,Consumer,United States,Evanston,Illinois,60201,Central,TEC-PH-10000004,Technology,11.992,6,11.93
750,CA-2018-126074,02/10/2018,06/10/2018,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,OFF-BI-10003638,Office Supplies,58.05,4,57.83
751,CA-2018-126074,02/10/2018,06/10/2018,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,FUR-FU-10003577,Furniture,157.74,4,157.37
752,CA-2018-126074,02/10/2018,06/10/2018,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,OFF-AR-10003478,Office Supplies,56.98,4,56.82
753,CA-2018-126074,02/10/2018,06/10/2018,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,OFF-BI-10000546,Office Supplies,2.88,4,2.50
754,CA-2017-110499,07/04/2017,09/04/2017,First Class,YC-21895,Yoseph Carroll,Corporate,United States,San Francisco,California,94110,West,TEC-CO-10002095,Technology,1199.976,9,1199.70
755,CA-2016-135272,07/12/2016,12/12/2016,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10002759,Furniture,79.92,9,79.91
756,CA-2017-140928,18/09/2017,22/09/2017,Standard Class,NB-18655,Nona Balk,Corporate,United States,Jacksonville,Florida,32216,South,FUR-TA-10001095,Furniture,383.438,3,382.77
757,CA-2015-106803,29/12/2015,02/01/2016,Standard Class,DC-13285,Debra Catini,Consumer,United States,Cottage Grove,Minnesota,55016,Central,OFF-ST-10002444,Office Supplies,24.56,5,24.04
758,CA-2015-106803,29/12/2015,02/01/2016,Standard Class,DC-13285,Debra Catini,Consumer,United States,Cottage Grove,Minnesota,55016,Central,TEC-AC-10001267,Technology,119.8,5,119.40
759,CA-2018-117240,23/07/2018,28/07/2018,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10009,East,OFF-BI-10000848,Office Supplies,13.128,1,13.04
760,CA-2018-133333,18/09/2018,22/09/2018,Standard Class,BF-11020,Barry Französisch,Corporate,United States,Green Bay,Wisconsin,54302,Central,OFF-PA-10002377,Office Supplies,22.72,5,22.70
761,CA-2016-112319,31/08/2016,05/09/2016,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003441,Office Supplies,58.32,9,58.08
762,CA-2018-126046,03/11/2018,07/11/2018,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Atlanta,Georgia,30318,South,OFF-LA-10004484,Office Supplies,12.39,3,11.81
763,CA-2016-114923,08/02/2016,13/02/2016,Standard Class,LH-17020,Lisa Hazard,Consumer,United States,Columbus,Ohio,43229,East,TEC-PH-10003931,Technology,107.982,4,107.03
764,CA-2015-162775,13/01/2015,15/01/2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001990,Office Supplies,11.36,7,10.46
765,CA-2015-162775,13/01/2015,15/01/2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001532,Office Supplies,50.94,7,50.37
766,CA-2015-162775,13/01/2015,15/01/2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,TEC-AC-10003174,Technology,646.74,7,646.38
767,CA-2015-162775,13/01/2015,15/01/2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-BI-10004187,Office Supplies,5.64,7,4.98
768,CA-2015-162775,13/01/2015,15/01/2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-ST-10000025,Office Supplies,572.58,7,572.37
769,CA-2015-106810,14/05/2015,20/05/2015,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Saint Petersburg,Florida,33710,South,FUR-FU-10004306,Furniture,310.88,3,310.63
770,CA-2017-157245,19/05/2017,24/05/2017,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Arlington,Virginia,22204,South,FUR-CH-10003746,Furniture,641.96,2,641.65
771,CA-2018-104220,30/01/2018,05/02/2018,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,OFF-BI-10001036,Office Supplies,18.28,5,17.68
772,CA-2018-104220,30/01/2018,05/02/2018,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,TEC-PH-10004614,Technology,207,5,206.73
773,CA-2018-104220,30/01/2018,05/02/2018,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,OFF-BI-10000301,Office Supplies,32.35,5,31.87
774,CA-2018-104220,30/01/2018,05/02/2018,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,OFF-BI-10003910,Office Supplies,7.71,5,6.77
775,CA-2018-104220,30/01/2018,05/02/2018,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,OFF-AR-10004648,Office Supplies,40.3,5,39.34
776,CA-2018-104220,30/01/2018,05/02/2018,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,FUR-FU-10002597,Furniture,34.58,5,33.95
777,CA-2015-165974,29/06/2015,06/07/2015,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-AR-10003405,Office Supplies,32.76,4,32.50
778,CA-2016-144267,21/08/2016,23/08/2016,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,FUR-CH-10002335,Furniture,544.008,9,543.32
779,CA-2016-144267,21/08/2016,23/08/2016,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10000157,Office Supplies,59.94,9,59.49
780,CA-2016-144267,21/08/2016,23/08/2016,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10001947,Office Supplies,23.92,9,23.61
781,CA-2016-144267,21/08/2016,23/08/2016,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10003657,Office Supplies,4.28,9,4.07
782,US-2016-157014,03/10/2016,06/10/2016,Second Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10001098,Office Supplies,32.07,4,31.46
783,US-2016-157014,03/10/2016,06/10/2016,Second Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,TEC-AC-10002167,Technology,24,4,23.28
784,US-2016-157014,03/10/2016,06/10/2016,Second Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,FUR-BO-10004409,Furniture,35.49,4,34.93
785,US-2016-157014,03/10/2016,06/10/2016,Second Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,TEC-AC-10000057,Technology,47.984,4,46.99
786,CA-2016-154921,23/05/2016,28/05/2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbia,South Carolina,29203,South,OFF-EN-10000056,Office Supplies,186.69,2,185.95
787,CA-2018-129567,17/03/2018,21/03/2018,Second Class,CL-12565,Clay Ludtke,Consumer,United States,Lancaster,California,93534,West,OFF-BI-10000014,Office Supplies,17.456,9,16.96
788,CA-2016-154620,12/12/2016,16/12/2016,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Lancaster,California,93534,West,FUR-CH-10004675,Furniture,348.928,9,348.61
789,CA-2016-115938,26/06/2016,30/06/2016,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,OFF-BI-10001543,Office Supplies,143.96,2,143.01
790,CA-2016-115938,26/06/2016,30/06/2016,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,OFF-ST-10001321,Office Supplies,15.42,2,14.80
791,CA-2016-115938,26/06/2016,30/06/2016,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,OFF-BI-10001132,Office Supplies,43.04,2,42.63
792,CA-2016-115938,26/06/2016,30/06/2016,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,FUR-CH-10003199,Furniture,332.94,2,332.22
793,CA-2017-105256,20/05/2017,20/05/2017,Same Day,JK-15730,Joe Kamberova,Consumer,United States,Asheville,North Carolina,28806,South,TEC-PH-10001530,Technology,1363.96,2,1363.48
794,CA-2015-156433,20/09/2015,26/09/2015,Standard Class,ES-14020,Erica Smith,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10001569,Office Supplies,9.96,9,8.97
795,CA-2015-156433,20/09/2015,26/09/2015,Standard Class,ES-14020,Erica Smith,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10003724,Office Supplies,21.72,9,21.30
796,CA-2018-151428,21/09/2018,26/09/2018,Standard Class,RH-19495,Rick Hansen,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-BI-10000546,Office Supplies,20.16,5,20.03
797,CA-2016-124653,24/12/2016,26/12/2016,First Class,DB-13120,David Bremer,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10000176,Office Supplies,132.79,1,132.09
798,CA-2016-124653,24/12/2016,26/12/2016,First Class,DB-13120,David Bremer,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10002365,Office Supplies,12.96,1,12.50
799,CA-2016-124653,24/12/2016,26/12/2016,First Class,DB-13120,David Bremer,Corporate,United States,Rochester,New York,14609,East,OFF-LA-10002271,Office Supplies,21.56,1,20.78
800,CA-2016-101910,27/11/2016,03/12/2016,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Lake Elsinore,California,92530,West,FUR-CH-10002647,Furniture,283.92,9,282.99
801,CA-2018-105809,20/02/2018,23/02/2018,First Class,HW-14935,Helen Wasserman,Corporate,United States,San Diego,California,92105,West,FUR-FU-10004090,Furniture,22.23,9,21.53
802,CA-2018-105809,20/02/2018,23/02/2018,First Class,HW-14935,Helen Wasserman,Corporate,United States,San Diego,California,92105,West,TEC-PH-10001580,Technology,215.968,9,215.54
803,CA-2017-136133,18/08/2017,23/08/2017,Second Class,HW-14935,Helen Wasserman,Corporate,United States,New York City,New York,10024,East,OFF-AP-10000576,Office Supplies,355.32,1,354.85
804,CA-2017-115504,12/03/2017,17/03/2017,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Monroe,Louisiana,71203,South,OFF-PA-10003953,Office Supplies,12.96,7,12.70
805,CA-2018-135783,22/04/2018,24/04/2018,First Class,GM-14440,Gary McGarr,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10000794,Furniture,18.28,9,17.56
806,CA-2015-134313,01/11/2015,07/11/2015,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Denver,Colorado,80219,West,OFF-AR-10001897,Office Supplies,43.176,8,42.52
807,CA-2015-134313,01/11/2015,07/11/2015,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10001795,Technology,1983.968,8,1983.61
808,CA-2016-140921,03/02/2016,05/02/2016,First Class,AA-10375,Allen Armold,Consumer,United States,Omaha,Nebraska,68104,Central,FUR-FU-10003347,Furniture,28.4,6,28.32
809,CA-2016-140921,03/02/2016,05/02/2016,First Class,AA-10375,Allen Armold,Consumer,United States,Omaha,Nebraska,68104,Central,TEC-AC-10004901,Technology,149.97,6,149.22
810,CA-2015-151995,13/10/2015,15/10/2015,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,OFF-AR-10003190,Office Supplies,11.52,9,11.04
811,CA-2015-151995,13/10/2015,15/10/2015,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,FUR-TA-10002903,Furniture,1298.55,9,1297.88
812,CA-2015-151995,13/10/2015,15/10/2015,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,OFF-AP-10000240,Office Supplies,213.92,9,213.11
813,CA-2015-151995,13/10/2015,15/10/2015,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,TEC-AC-10001101,Technology,25.78,9,24.79
814,CA-2018-143686,14/05/2018,14/05/2018,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana,California,92704,West,FUR-FU-10000794,Furniture,18.28,9,18.08
815,CA-2018-143686,14/05/2018,14/05/2018,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana,California,92704,West,TEC-AC-10001838,Technology,1399.93,9,1399.32
816,CA-2016-106565,20/03/2016,23/03/2016,First Class,BW-11110,Bart Watters,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-PA-10000061,Office Supplies,51.84,5,51.11
817,CA-2017-149370,15/09/2017,19/09/2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003651,Office Supplies,5.344,1,4.97
818,CA-2015-140858,28/06/2015,02/07/2015,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000304,Office Supplies,41.472,1,41.33
819,CA-2015-140858,28/06/2015,02/07/2015,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003094,Office Supplies,3.168,1,2.59
820,CA-2015-140858,28/06/2015,02/07/2015,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10001394,Furniture,1228.465,1,1227.98
821,CA-2015-140858,28/06/2015,02/07/2015,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004230,Office Supplies,31.086,1,31.06
822,CA-2015-140858,28/06/2015,02/07/2015,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003395,Office Supplies,335.52,1,335.44
823,CA-2018-101434,20/06/2018,27/06/2018,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Belleville,New Jersey,7109,East,TEC-AC-10002402,Technology,239.97,7,239.15
824,CA-2018-101434,20/06/2018,27/06/2018,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Belleville,New Jersey,7109,East,OFF-LA-10003223,Office Supplies,9.82,7,9.82
825,US-2015-102071,09/05/2015,15/05/2015,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10003441,Technology,67.8,9,66.82
826,US-2015-102071,09/05/2015,15/05/2015,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10000109,Technology,167.97,9,167.06
827,CA-2018-126956,21/08/2018,28/08/2018,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-FA-10002280,Office Supplies,35,5,34.12
828,CA-2018-126956,21/08/2018,28/08/2018,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-SU-10000381,Office Supplies,37.24,5,37.15
829,CA-2018-126956,21/08/2018,28/08/2018,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-EN-10004459,Office Supplies,15.28,5,14.83
830,CA-2018-129462,16/06/2018,21/06/2018,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,FUR-CH-10000665,Furniture,301.96,4,301.63
831,CA-2018-129462,16/06/2018,21/06/2018,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,OFF-AP-10003884,Office Supplies,180.66,4,180.35
832,CA-2018-129462,16/06/2018,21/06/2018,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,TEC-PH-10001557,Technology,191.98,4,191.97
833,CA-2018-129462,16/06/2018,21/06/2018,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,TEC-PH-10002085,Technology,65.99,4,65.98
834,CA-2017-165316,23/07/2017,27/07/2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,OFF-AR-10002956,Office Supplies,35.216,3,34.32
835,CA-2017-165316,23/07/2017,27/07/2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,OFF-AP-10003266,Office Supplies,23.696,3,23.08
836,CA-2017-165316,23/07/2017,27/07/2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,TEC-MA-10004002,Technology,265.475,3,265.15
837,US-2015-115987,08/09/2015,13/09/2015,Second Class,LH-17020,Lisa Hazard,Consumer,United States,Tyler,Texas,75701,Central,OFF-BI-10001071,Office Supplies,51.184,7,51.02
838,US-2018-156083,04/11/2018,11/11/2018,Standard Class,JL-15175,James Lanier,Home Office,United States,Columbia,Tennessee,38401,South,OFF-PA-10001560,Office Supplies,9.664,3,9.37
839,US-2017-137547,07/03/2017,12/03/2017,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Fort Worth,Texas,76106,Central,TEC-PH-10002365,Technology,21.072,7,20.89
840,CA-2016-100454,20/11/2016,25/11/2016,Standard Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10035,East,OFF-AR-10004648,Office Supplies,60.45,1,60.25
841,CA-2016-100454,20/11/2016,25/11/2016,Standard Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10035,East,OFF-AR-10002578,Office Supplies,11.52,1,11.19
842,CA-2016-100454,20/11/2016,25/11/2016,Standard Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10035,East,FUR-BO-10001519,Furniture,186.048,1,185.91
843,CA-2017-161669,07/11/2017,09/11/2017,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10001294,Office Supplies,37.44,9,37.17
844,CA-2017-161669,07/11/2017,09/11/2017,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10001636,Office Supplies,26.976,9,26.22
845,CA-2017-161669,07/11/2017,09/11/2017,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,OFF-SU-10002503,Office Supplies,11.36,9,11.28
846,CA-2017-161669,07/11/2017,09/11/2017,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,OFF-LA-10004093,Office Supplies,14.62,9,14.55
847,CA-2016-114300,13/10/2016,17/10/2016,Standard Class,AF-10885,Art Foster,Consumer,United States,Louisville,Kentucky,40214,South,TEC-PH-10001552,Technology,83.72,4,83.34
848,CA-2016-114300,13/10/2016,17/10/2016,Standard Class,AF-10885,Art Foster,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001891,Furniture,287.94,4,286.99
849,CA-2018-107503,01/01/2018,06/01/2018,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Lorain,Ohio,44052,East,FUR-FU-10003878,Furniture,48.896,4,48.39
850,CA-2015-107755,07/02/2015,12/02/2015,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Linden,New Jersey,7036,East,TEC-AC-10000710,Technology,115.36,7,114.77
851,CA-2017-152534,20/06/2017,25/06/2017,Second Class,DP-13105,Dave Poirier,Corporate,United States,Salinas,California,93905,West,OFF-AR-10002335,Office Supplies,5.16,9,5.02
852,CA-2017-152534,20/06/2017,25/06/2017,Second Class,DP-13105,Dave Poirier,Corporate,United States,Salinas,California,93905,West,OFF-PA-10001870,Office Supplies,38.88,9,38.86
853,CA-2017-113747,28/05/2017,04/06/2017,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Jackson,Mississippi,39212,South,OFF-AR-10003373,Office Supplies,185.88,3,185.07
854,CA-2017-123274,19/02/2017,24/02/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,FUR-FU-10004090,Furniture,44.46,1,44.26
855,CA-2017-123274,19/02/2017,24/02/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-ST-10000736,Office Supplies,242.94,1,242.33
856,CA-2015-125612,03/08/2015,08/08/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,OFF-PA-10001019,Office Supplies,39.96,1,39.21
857,CA-2015-125612,03/08/2015,08/08/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,OFF-SU-10002537,Office Supplies,102.3,1,102.10
858,CA-2015-125612,03/08/2015,08/08/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,OFF-ST-10003221,Office Supplies,21.36,1,20.84
859,CA-2018-161984,10/04/2018,15/04/2018,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901,East,OFF-PA-10004569,Office Supplies,7.61,8,7.60
860,CA-2018-161984,10/04/2018,15/04/2018,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901,East,OFF-FA-10000624,Office Supplies,7.16,8,6.82
861,CA-2015-133851,09/06/2015,16/06/2015,Standard Class,CM-12445,Chuck Magee,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10001225,Office Supplies,7.36,9,6.70
862,CA-2015-133851,09/06/2015,16/06/2015,Standard Class,CM-12445,Chuck Magee,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003752,Office Supplies,23.1,9,22.15
863,CA-2017-134474,05/01/2017,07/01/2017,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,TEC-AC-10001714,Technology,191.472,3,190.66
864,CA-2017-134474,05/01/2017,07/01/2017,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10003958,Office Supplies,5.248,3,4.47
865,CA-2017-134474,05/01/2017,07/01/2017,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10002923,Technology,59.184,3,59.09
866,CA-2015-149020,10/01/2015,15/01/2015,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,OFF-LA-10004272,Office Supplies,2.89,2,2.46
867,CA-2015-149020,10/01/2015,15/01/2015,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,FUR-FU-10000965,Furniture,51.94,2,51.29
868,CA-2017-134362,29/09/2017,02/10/2017,First Class,LS-16945,Linda Southworth,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-LA-10004853,Office Supplies,15.936,1,15.64
869,CA-2015-136742,06/04/2015,10/04/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Lancaster,Pennsylvania,17602,East,OFF-BI-10003719,Office Supplies,44.91,1,44.34
870,CA-2017-158099,03/09/2017,05/09/2017,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000545,Office Supplies,1141.47,1,1140.66
871,CA-2017-158099,03/09/2017,05/09/2017,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002496,Technology,280.782,1,280.46
872,CA-2016-131128,19/10/2016,20/10/2016,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Concord,New Hampshire,3301,East,OFF-PA-10003591,Office Supplies,34.44,3,33.61
873,CA-2015-148488,10/12/2015,15/12/2015,Standard Class,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004470,Office Supplies,11.36,1,10.48
874,CA-2015-148488,10/12/2015,15/12/2015,Standard Class,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000315,Office Supplies,106.344,1,105.77
875,CA-2018-114636,25/08/2018,29/08/2018,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-PA-10001790,Office Supplies,192.16,2,191.21
876,CA-2017-116736,17/01/2017,21/01/2017,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,3301,East,FUR-FU-10004017,Furniture,322.59,3,322.40
877,CA-2017-116736,17/01/2017,21/01/2017,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,3301,East,TEC-AC-10003628,Technology,29.99,3,29.34
878,CA-2017-116736,17/01/2017,21/01/2017,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,3301,East,TEC-AC-10002049,Technology,371.97,3,371.37
879,US-2015-158638,17/09/2015,21/09/2015,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003712,Office Supplies,5.892,1,5.78
880,CA-2018-111689,30/11/2018,02/12/2018,Second Class,HP-14815,Harold Pawlan,Home Office,United States,New York City,New York,10024,East,OFF-BI-10003984,Office Supplies,68.472,1,68.14
881,CA-2018-111689,30/11/2018,02/12/2018,Second Class,HP-14815,Harold Pawlan,Home Office,United States,New York City,New York,10024,East,FUR-CH-10004287,Furniture,1242.9,1,1242.58
882,CA-2016-129098,09/10/2016,13/10/2016,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Springfield,Virginia,22153,South,OFF-ST-10001321,Office Supplies,30.84,2,30.29
883,US-2018-123463,23/12/2018,23/12/2018,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10001118,Office Supplies,13.48,9,12.50
884,CA-2017-165148,22/10/2017,24/10/2017,First Class,PM-19135,Peter McVee,Home Office,United States,Detroit,Michigan,48227,Central,FUR-FU-10000732,Furniture,31.4,4,31.38
885,CA-2015-134061,29/04/2015,04/05/2015,Standard Class,LL-16840,Lauren Leatherbury,Consumer,United States,Rochester,New York,14609,East,FUR-FU-10001424,Furniture,17.46,1,16.59
